w_bin,q2_bin,w,q2,xs_bosted,xs_keppel
71,8,2.45425e+00,3.57500e+00,7.35736e-04,1.13847e-03
72,8,2.47275e+00,3.57500e+00,6.92548e-04,1.13606e-03
73,8,2.49125e+00,3.57500e+00,6.48982e-04,1.13294e-03
74,8,2.50975e+00,3.57500e+00,6.05090e-04,1.12911e-03
75,8,2.52825e+00,3.57500e+00,5.60921e-04,1.12458e-03
76,8,2.54675e+00,3.57500e+00,5.16526e-04,1.11935e-03
77,8,2.56525e+00,3.57500e+00,4.71952e-04,1.11343e-03
78,8,2.58375e+00,3.57500e+00,4.27245e-04,1.10682e-03
79,8,2.60225e+00,3.57500e+00,3.82448e-04,1.09953e-03
80,8,2.62075e+00,3.57500e+00,3.37604e-04,1.09158e-03
81,8,2.63925e+00,3.57500e+00,2.92753e-04,1.08295e-03
82,8,2.65775e+00,3.57500e+00,2.47932e-04,1.07367e-03
83,8,2.67625e+00,3.57500e+00,2.03177e-04,1.06373e-03
84,8,2.69475e+00,3.57500e+00,1.58521e-04,1.05316e-03
85,8,2.71325e+00,3.57500e+00,0.00000e+00,0.00000e+00
86,8,2.73175e+00,3.57500e+00,0.00000e+00,0.00000e+00
87,8,2.75025e+00,3.57500e+00,0.00000e+00,0.00000e+00
88,8,2.76875e+00,3.57500e+00,0.00000e+00,0.00000e+00
89,8,2.78725e+00,3.57500e+00,0.00000e+00,0.00000e+00
90,8,2.80575e+00,3.57500e+00,0.00000e+00,0.00000e+00
91,8,2.82425e+00,3.57500e+00,0.00000e+00,0.00000e+00
92,8,2.84275e+00,3.57500e+00,0.00000e+00,0.00000e+00
93,8,2.86125e+00,3.57500e+00,0.00000e+00,0.00000e+00
94,8,2.87975e+00,3.57500e+00,0.00000e+00,0.00000e+00
95,8,2.89825e+00,3.57500e+00,0.00000e+00,0.00000e+00
96,8,2.91675e+00,3.57500e+00,0.00000e+00,0.00000e+00
97,8,2.93525e+00,3.57500e+00,0.00000e+00,0.00000e+00
98,8,2.95375e+00,3.57500e+00,0.00000e+00,0.00000e+00
99,8,2.97225e+00,3.57500e+00,0.00000e+00,0.00000e+00
100,8,2.99075e+00,3.57500e+00,0.00000e+00,0.00000e+00
1,9,1.15925e+00,3.82500e+00,3.09230e-04,6.57301e-05
2,9,1.17775e+00,3.82500e+00,4.74593e-04,9.38167e-05
3,9,1.19625e+00,3.82500e+00,6.35791e-04,1.28791e-04
4,9,1.21475e+00,3.82500e+00,7.14236e-04,1.58179e-04
5,9,1.23325e+00,3.82500e+00,6.94995e-04,1.67976e-04
6,9,1.25175e+00,3.82500e+00,6.41971e-04,1.64799e-04
7,9,1.27025e+00,3.82500e+00,6.05033e-04,1.61197e-04
8,9,1.28875e+00,3.82500e+00,5.96232e-04,1.61703e-04
9,9,1.30725e+00,3.82500e+00,6.09986e-04,1.66341e-04
10,9,1.32575e+00,3.82500e+00,6.36670e-04,1.74244e-04
11,9,1.34425e+00,3.82500e+00,6.67974e-04,1.84705e-04
12,9,1.36275e+00,3.82500e+00,6.99253e-04,1.97325e-04
13,9,1.38125e+00,3.82500e+00,7.30310e-04,2.12015e-04
14,9,1.39975e+00,3.82500e+00,7.65045e-04,2.29034e-04
15,9,1.41825e+00,3.82500e+00,8.11119e-04,2.49173e-04
16,9,1.43675e+00,3.82500e+00,8.81071e-04,2.74174e-04
17,9,1.45525e+00,3.82500e+00,9.94793e-04,3.07514e-04
18,9,1.47375e+00,3.82500e+00,1.17149e-03,3.54306e-04
19,9,1.49225e+00,3.82500e+00,1.35700e-03,4.11098e-04
20,9,1.51075e+00,3.82500e+00,1.36782e-03,4.41121e-04
21,9,1.52925e+00,3.82500e+00,1.22628e-03,4.27772e-04
22,9,1.54775e+00,3.82500e+00,1.10719e-03,4.11014e-04
23,9,1.56625e+00,3.82500e+00,1.04906e-03,4.07007e-04
24,9,1.58475e+00,3.82500e+00,1.03538e-03,4.13094e-04
25,9,1.60325e+00,3.82500e+00,1.05296e-03,4.25827e-04
26,9,1.62175e+00,3.82500e+00,1.09795e-03,4.43726e-04
27,9,1.64025e+00,3.82500e+00,1.17348e-03,4.67051e-04
28,9,1.65875e+00,3.82500e+00,1.28351e-03,4.97606e-04
29,9,1.67725e+00,3.82500e+00,1.40798e-03,5.37380e-04
30,9,1.69575e+00,3.82500e+00,1.46593e-03,5.80233e-04
31,9,1.71425e+00,3.82500e+00,1.40856e-03,6.02369e-04
32,9,1.73275e+00,3.82500e+00,1.31593e-03,5.97378e-04
33,9,1.75125e+00,3.82500e+00,1.24976e-03,5.88739e-04
34,9,1.76975e+00,3.82500e+00,1.21364e-03,5.87463e-04
35,9,1.78825e+00,3.82500e+00,1.19692e-03,5.92650e-04
36,9,1.80675e+00,3.82500e+00,1.19091e-03,6.01819e-04
37,9,1.82525e+00,3.82500e+00,1.19012e-03,6.13272e-04
38,9,1.84375e+00,3.82500e+00,1.19108e-03,6.26014e-04
39,9,1.86225e+00,3.82500e+00,1.19157e-03,6.39463e-04
40,9,1.88075e+00,3.82500e+00,1.19017e-03,6.53267e-04
41,9,1.89925e+00,3.82500e+00,1.18606e-03,6.67206e-04
42,9,1.91775e+00,3.82500e+00,1.17897e-03,6.81131e-04
43,9,1.93625e+00,3.82500e+00,1.16903e-03,6.94939e-04
44,9,1.95475e+00,3.82500e+00,1.15661e-03,7.08555e-04
45,9,1.97325e+00,3.82500e+00,1.14225e-03,7.21922e-04
46,9,1.99175e+00,3.82500e+00,1.12642e-03,7.34997e-04
47,9,2.01025e+00,3.82500e+00,1.10952e-03,7.47744e-04
48,9,2.02875e+00,3.82500e+00,1.09183e-03,7.60134e-04
49,9,2.04725e+00,3.82500e+00,1.07351e-03,7.72141e-04
50,9,2.06575e+00,3.82500e+00,1.05462e-03,7.83746e-04
51,9,2.08425e+00,3.82500e+00,1.03517e-03,7.94931e-04
52,9,2.10275e+00,3.82500e+00,1.01513e-03,8.05677e-04
53,9,2.12125e+00,3.82500e+00,9.94450e-04,8.15974e-04
54,9,2.13975e+00,3.82500e+00,9.73085e-04,8.25809e-04
55,9,2.15825e+00,3.82500e+00,9.50991e-04,8.35172e-04
56,9,2.17675e+00,3.82500e+00,9.28131e-04,8.44053e-04
57,9,2.19525e+00,3.82500e+00,9.04482e-04,8.52445e-04
58,9,2.21375e+00,3.82500e+00,8.80027e-04,8.60341e-04
59,9,2.23225e+00,3.82500e+00,8.54763e-04,8.67736e-04
60,9,2.25075e+00,3.82500e+00,8.28693e-04,8.74624e-04
61,9,2.26925e+00,3.82500e+00,8.01831e-04,8.81005e-04
62,9,2.28775e+00,3.82500e+00,7.74193e-04,8.86870e-04
63,9,2.30625e+00,3.82500e+00,7.45805e-04,8.92221e-04
64,9,2.32475e+00,3.82500e+00,7.16695e-04,8.97057e-04
65,9,2.34325e+00,3.82500e+00,6.86895e-04,9.01375e-04
66,9,2.36175e+00,3.82500e+00,6.56439e-04,9.05176e-04
67,9,2.38025e+00,3.82500e+00,6.25366e-04,9.08459e-04
68,9,2.39875e+00,3.82500e+00,5.93712e-04,9.11226e-04
69,9,2.41725e+00,3.82500e+00,5.61517e-04,9.13480e-04
70,9,2.43575e+00,3.82500e+00,5.28822e-04,9.15218e-04
71,9,2.45425e+00,3.82500e+00,4.95666e-04,9.16447e-04
72,9,2.47275e+00,3.82500e+00,4.62090e-04,9.17165e-04
73,9,2.49125e+00,3.82500e+00,4.28132e-04,9.17380e-04
74,9,2.50975e+00,3.82500e+00,3.93833e-04,9.17091e-04
75,9,2.52825e+00,3.82500e+00,3.59229e-04,9.16303e-04
76,9,2.54675e+00,3.82500e+00,3.24358e-04,9.15019e-04
77,9,2.56525e+00,3.82500e+00,2.89256e-04,9.13242e-04
78,9,2.58375e+00,3.82500e+00,2.53957e-04,9.10977e-04
79,9,2.60225e+00,3.82500e+00,2.18495e-04,9.08228e-04
80,9,2.62075e+00,3.82500e+00,1.82902e-04,9.05002e-04
81,9,2.63925e+00,3.82500e+00,1.47207e-04,9.01310e-04
82,9,2.65775e+00,3.82500e+00,0.00000e+00,0.00000e+00
83,9,2.67625e+00,3.82500e+00,0.00000e+00,0.00000e+00
84,9,2.69475e+00,3.82500e+00,0.00000e+00,0.00000e+00
85,9,2.71325e+00,3.82500e+00,0.00000e+00,0.00000e+00
86,9,2.73175e+00,3.82500e+00,0.00000e+00,0.00000e+00
87,9,2.75025e+00,3.82500e+00,0.00000e+00,0.00000e+00
88,9,2.76875e+00,3.82500e+00,0.00000e+00,0.00000e+00
89,9,2.78725e+00,3.82500e+00,0.00000e+00,0.00000e+00
90,9,2.80575e+00,3.82500e+00,0.00000e+00,0.00000e+00
91,9,2.82425e+00,3.82500e+00,0.00000e+00,0.00000e+00
92,9,2.84275e+00,3.82500e+00,0.00000e+00,0.00000e+00
93,9,2.86125e+00,3.82500e+00,0.00000e+00,0.00000e+00
94,9,2.87975e+00,3.82500e+00,0.00000e+00,0.00000e+00
95,9,2.89825e+00,3.82500e+00,0.00000e+00,0.00000e+00
96,9,2.91675e+00,3.82500e+00,0.00000e+00,0.00000e+00
97,9,2.93525e+00,3.82500e+00,0.00000e+00,0.00000e+00
98,9,2.95375e+00,3.82500e+00,0.00000e+00,0.00000e+00
99,9,2.97225e+00,3.82500e+00,0.00000e+00,0.00000e+00
100,9,2.99075e+00,3.82500e+00,0.00000e+00,0.00000e+00
1,10,1.15925e+00,4.07500e+00,2.09172e-04,4.65742e-05
2,10,1.17775e+00,4.07500e+00,3.20797e-04,6.57342e-05
3,10,1.19625e+00,4.07500e+00,4.29749e-04,8.94626e-05
4,10,1.21475e+00,4.07500e+00,4.83438e-04,1.09624e-04
5,10,1.23325e+00,4.07500e+00,4.72046e-04,1.17053e-04
6,10,1.25175e+00,4.07500e+00,4.38457e-04,1.16051e-04
7,10,1.27025e+00,4.07500e+00,4.16009e-04,1.14819e-04
8,10,1.28875e+00,4.07500e+00,4.12665e-04,1.16330e-04
9,10,1.30725e+00,4.07500e+00,4.24529e-04,1.20608e-04
10,10,1.32575e+00,4.07500e+00,4.44964e-04,1.27094e-04
11,10,1.34425e+00,4.07500e+00,4.68233e-04,1.35333e-04
12,10,1.36275e+00,4.07500e+00,4.91138e-04,1.45079e-04
13,10,1.38125e+00,4.07500e+00,5.13583e-04,1.56295e-04
14,10,1.39975e+00,4.07500e+00,5.38322e-04,1.69192e-04
15,10,1.41825e+00,4.07500e+00,5.70696e-04,1.84358e-04
16,10,1.43675e+00,4.07500e+00,6.19380e-04,2.03079e-04
17,10,1.45525e+00,4.07500e+00,6.98062e-04,2.27900e-04
18,10,1.47375e+00,4.07500e+00,8.19915e-04,2.62575e-04
19,10,1.49225e+00,4.07500e+00,9.47766e-04,3.04611e-04
20,10,1.51075e+00,4.07500e+00,9.55903e-04,3.27152e-04
21,10,1.52925e+00,4.07500e+00,8.59847e-04,3.17984e-04
22,10,1.54775e+00,4.07500e+00,7.79325e-04,3.06297e-04
23,10,1.56625e+00,4.07500e+00,7.40622e-04,3.03937e-04
24,10,1.58475e+00,4.07500e+00,7.32400e-04,3.08968e-04
25,10,1.60325e+00,4.07500e+00,7.45641e-04,3.18863e-04
26,10,1.62175e+00,4.07500e+00,7.77731e-04,3.32521e-04
27,10,1.64025e+00,4.07500e+00,8.30945e-04,3.50092e-04
28,10,1.65875e+00,4.07500e+00,9.08206e-04,3.72860e-04
29,10,1.67725e+00,4.07500e+00,9.95665e-04,4.02416e-04
30,10,1.69575e+00,4.07500e+00,1.03692e-03,4.35127e-04
31,10,1.71425e+00,4.07500e+00,9.97984e-04,4.54075e-04
32,10,1.73275e+00,4.07500e+00,9.34484e-04,4.52223e-04
33,10,1.75125e+00,4.07500e+00,8.89275e-04,4.46429e-04
34,10,1.76975e+00,4.07500e+00,8.64842e-04,4.45916e-04
35,10,1.78825e+00,4.07500e+00,8.53795e-04,4.50348e-04
36,10,1.80675e+00,4.07500e+00,8.50120e-04,4.57878e-04
37,10,1.82525e+00,4.07500e+00,8.50000e-04,4.67208e-04
38,10,1.84375e+00,4.07500e+00,8.51047e-04,4.77571e-04
39,10,1.86225e+00,4.07500e+00,8.51720e-04,4.88519e-04
40,10,1.88075e+00,4.07500e+00,8.51035e-04,4.99786e-04
41,10,1.89925e+00,4.07500e+00,8.48437e-04,5.11200e-04
42,10,1.91775e+00,4.07500e+00,8.43722e-04,5.22649e-04
43,10,1.93625e+00,4.07500e+00,8.36968e-04,5.34056e-04
44,10,1.95475e+00,4.07500e+00,8.28434e-04,5.45362e-04
45,10,1.97325e+00,4.07500e+00,8.18458e-04,5.56527e-04
46,10,1.99175e+00,4.07500e+00,8.07366e-04,5.67515e-04
47,10,2.01025e+00,4.07500e+00,7.95422e-04,5.78299e-04
48,10,2.02875e+00,4.07500e+00,7.82808e-04,5.88857e-04
49,10,2.04725e+00,4.07500e+00,7.69627e-04,5.99172e-04
50,10,2.06575e+00,4.07500e+00,7.55919e-04,6.09224e-04
51,10,2.08425e+00,4.07500e+00,7.41688e-04,6.19003e-04
52,10,2.10275e+00,4.07500e+00,7.26912e-04,6.28496e-04
53,10,2.12125e+00,4.07500e+00,7.11560e-04,6.37690e-04
54,10,2.13975e+00,4.07500e+00,6.95597e-04,6.46577e-04
55,10,2.15825e+00,4.07500e+00,6.78995e-04,6.55148e-04
56,10,2.17675e+00,4.07500e+00,6.61729e-04,6.63395e-04
57,10,2.19525e+00,4.07500e+00,6.43784e-04,6.71314e-04
58,10,2.21375e+00,4.07500e+00,6.25151e-04,6.78897e-04
59,10,2.23225e+00,4.07500e+00,6.05828e-04,6.86141e-04
60,10,2.25075e+00,4.07500e+00,5.85819e-04,6.93040e-04
61,10,2.26925e+00,4.07500e+00,5.65134e-04,6.99592e-04
62,10,2.28775e+00,4.07500e+00,5.43788e-04,7.05792e-04
63,10,2.30625e+00,4.07500e+00,5.21799e-04,7.11640e-04
64,10,2.32475e+00,4.07500e+00,4.99189e-04,7.17132e-04
65,10,2.34325e+00,4.07500e+00,4.75982e-04,7.22269e-04
66,10,2.36175e+00,4.07500e+00,4.52203e-04,7.27048e-04
67,10,2.38025e+00,4.07500e+00,4.27881e-04,7.31470e-04
68,10,2.39875e+00,4.07500e+00,4.03044e-04,7.35533e-04
69,10,2.41725e+00,4.07500e+00,3.77721e-04,7.39240e-04
70,10,2.43575e+00,4.07500e+00,3.51943e-04,7.42591e-04
71,10,2.45425e+00,4.07500e+00,3.25738e-04,7.45587e-04
72,10,2.47275e+00,4.07500e+00,2.99137e-04,7.48227e-04
73,10,2.49125e+00,4.07500e+00,2.72170e-04,7.50515e-04
74,10,2.50975e+00,4.07500e+00,2.44865e-04,7.52453e-04
75,10,2.52825e+00,4.07500e+00,2.17251e-04,7.54042e-04
76,10,2.54675e+00,4.07500e+00,1.89356e-04,7.55286e-04
77,10,2.56525e+00,4.07500e+00,1.61206e-04,7.56189e-04
78,10,2.58375e+00,4.07500e+00,1.32828e-04,7.56759e-04
79,10,2.60225e+00,4.07500e+00,1.04246e-04,7.57046e-04
80,10,2.62075e+00,4.07500e+00,0.00000e+00,0.00000e+00
81,10,2.63925e+00,4.07500e+00,0.00000e+00,0.00000e+00
82,10,2.65775e+00,4.07500e+00,0.00000e+00,0.00000e+00
83,10,2.67625e+00,4.07500e+00,0.00000e+00,0.00000e+00
84,10,2.69475e+00,4.07500e+00,0.00000e+00,0.00000e+00
85,10,2.71325e+00,4.07500e+00,0.00000e+00,0.00000e+00
86,10,2.73175e+00,4.07500e+00,0.00000e+00,0.00000e+00
87,10,2.75025e+00,4.07500e+00,0.00000e+00,0.00000e+00
88,10,2.76875e+00,4.07500e+00,0.00000e+00,0.00000e+00
89,10,2.78725e+00,4.07500e+00,0.00000e+00,0.00000e+00
90,10,2.80575e+00,4.07500e+00,0.00000e+00,0.00000e+00
91,10,2.82425e+00,4.07500e+00,0.00000e+00,0.00000e+00
92,10,2.84275e+00,4.07500e+00,0.00000e+00,0.00000e+00
93,10,2.86125e+00,4.07500e+00,0.00000e+00,0.00000e+00
94,10,2.87975e+00,4.07500e+00,0.00000e+00,0.00000e+00
95,10,2.89825e+00,4.07500e+00,0.00000e+00,0.00000e+00
96,10,2.91675e+00,4.07500e+00,0.00000e+00,0.00000e+00
97,10,2.93525e+00,4.07500e+00,0.00000e+00,0.00000e+00
98,10,2.95375e+00,4.07500e+00,0.00000e+00,0.00000e+00
99,10,2.97225e+00,4.07500e+00,0.00000e+00,0.00000e+00
100,10,2.99075e+00,4.07500e+00,0.00000e+00,0.00000e+00
